m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,sample,subject,tp,exp
4.523669e+08,1.266984e+16,3.308597e+18,1.794653e+19,1.785167e+08,2.741738e+16,2.570265e+18,3.329817e+17,2.867852e+08,7.499400e+16,9.691493e+18,8.063536e+18,1.712330e+05,5.143667e+08,3.216715e+11,2.651221e+09,1.154750e+05,6.140522e+09,3.578059e+11,5.938864e+10,9.289911e+04,4.079646e+09,1.612611e+11,5.238733e+10,7.191485e+07,2.758248e+15,2.293094e+17,7.913189e+17,1.087132e+07,7.415772e+13,7.078986e+15,7.990253e+14,6.330479e+07,3.760270e+15,7.354307e+17,6.320262e+17,0,94,YR,R10
4.687165e+08,1.330252e+16,3.065343e+18,2.192066e+19,1.837180e+08,2.915399e+16,2.788033e+18,4.439742e+17,2.979712e+08,8.123257e+16,1.199977e+19,1.043879e+19,1.797935e+05,1.120503e+09,6.073638e+11,1.309180e+10,1.269417e+05,7.213522e+09,4.590967e+11,7.995162e+10,9.505973e+04,3.843242e+09,2.098407e+11,7.772861e+10,7.348786e+07,2.845835e+15,1.803416e+17,6.965598e+17,1.136685e+07,7.939226e+13,7.880986e+15,9.029087e+14,6.458063e+07,3.900017e+15,6.591054e+17,5.473565e+17,0,94,N,N
4.847899e+08,1.636475e+16,5.885895e+18,1.229263e+19,1.866231e+08,3.008327e+16,3.104070e+18,3.775780e+17,3.113454e+08,8.894966e+16,5.912302e+18,5.074278e+18,1.745717e+05,9.266309e+08,3.266755e+11,5.303973e+09,1.187554e+05,7.087312e+09,4.002753e+11,6.477918e+10,9.050288e+04,4.211547e+09,1.147474e+11,4.293290e+10,6.356497e+07,2.250324e+15,5.863678e+17,9.024407e+17,9.159184e+06,4.886815e+13,3.722071e+15,5.438807e+14,5.659259e+07,3.013917e+15,9.533440e+17,8.296671e+17,0,94,LFAU,10
5.014586e+08,2.553207e+15,2.474630e+19,1.500617e+19,2.323907e+08,4.840901e+16,4.314083e+18,7.047745e+17,2.814848e+08,7.240935e+16,3.334503e+18,2.672493e+18,1.886110e+05,1.186275e+09,4.712488e+11,1.367294e+10,1.290522e+05,7.585507e+09,5.198182e+11,8.629842e+10,1.020691e+05,4.739858e+09,1.759887e+11,5.664173e+10,8.237972e+07,3.497590e+15,1.861138e+17,1.075052e+18,1.298980e+07,1.139085e+14,9.361715e+15,1.241294e+15,7.170931e+07,4.816359e+15,7.760152e+17,7.794558e+17,0,94,LFAU,12
4.725917e+08,1.062750e+16,2.357198e+18,2.299588e+19,1.921497e+08,3.192509e+16,3.023726e+18,4.120219e+17,2.939197e+08,7.866826e+16,1.380109e+19,1.189101e+19,2.265756e+05,2.028829e+09,9.868610e+11,5.625560e+10,1.574258e+05,1.212232e+10,7.392192e+11,1.174751e+11,1.165899e+05,5.951763e+09,2.393230e+11,5.665641e+10,8.205847e+07,3.662512e+15,6.178974e+16,5.942916e+17,1.222705e+07,9.028387e+13,1.004946e+16,1.264749e+15,7.257619e+07,4.896716e+15,6.509466e+17,4.399456e+17,0,94,CAU,A26A12lw
3.940059e+08,3.323482e+15,3.291159e+19,1.552141e+19,1.764282e+08,2.750775e+16,1.540377e+18,2.064390e+17,2.281879e+08,4.745284e+16,2.746774e+18,2.466291e+18,1.592072e+05,2.174974e+08,3.861426e+11,1.054208e+10,1.013945e+05,4.957433e+09,2.676283e+11,5.153893e+10,8.918561e+04,4.285674e+09,1.707814e+11,8.138923e+10,9.988655e+07,3.324183e+15,3.931339e+17,8.883371e+17,2.308041e+07,3.770994e+14,4.063512e+16,4.534250e+15,8.058904e+07,5.928299e+15,3.045759e+17,3.476497e+17,0,94,LFAU,28
4.403901e+08,1.182336e+16,2.653604e+18,1.618929e+19,1.723968e+08,2.564598e+16,2.455197e+18,4.216246e+17,2.802513e+08,7.185442e+16,8.086554e+18,6.980170e+18,1.775936e+05,2.252357e+09,4.007087e+11,3.895562e+10,1.296994e+05,8.612138e+09,5.646819e+11,1.046789e+11,8.512609e+04,2.853623e+09,1.082909e+11,3.065431e+10,7.099953e+07,2.559013e+15,1.330202e+17,6.630077e+17,1.160646e+07,8.343935e+13,9.359351e+15,1.279782e+15,6.186501e+07,3.569748e+15,6.067930e+17,5.023770e+17,3,94,N,N
4.553106e+08,1.029368e+16,8.821951e+18,2.741655e+19,1.842656e+08,2.955551e+16,2.429396e+18,3.970427e+17,2.833979e+08,7.346905e+16,1.216724e+19,1.088913e+19,1.889275e+05,6.424929e+08,4.087177e+11,2.483491e+10,1.277226e+05,7.503551e+09,5.409540e+11,9.972440e+10,1.025367e+05,4.520429e+09,1.960618e+11,5.299201e+10,7.991823e+07,2.736603e+15,5.491015e+16,6.725722e+17,1.517432e+07,1.571852e+14,1.761233e+16,2.165384e+15,6.739624e+07,4.220722e+15,5.427899e+17,4.585334e+17,0,94,UFAU,2
5.614959e+08,9.778176e+14,1.390892e+19,1.582603e+19,2.719752e+08,6.676266e+16,5.719912e+18,6.976183e+17,3.032212e+08,8.383717e+16,5.416948e+18,4.248552e+18,2.338977e+05,1.910556e+09,9.244468e+11,1.084222e+10,1.589689e+05,1.356205e+10,8.999593e+11,1.389658e+11,1.177634e+05,7.119176e+09,2.656141e+11,1.301065e+11,1.055946e+08,7.556726e+15,3.798171e+17,1.431972e+18,1.072111e+07,6.909546e+13,3.436189e+15,5.525160e+14,9.729329e+07,9.001058e+15,1.172521e+18,1.099116e+18,0,94,E,HAPPY
5.045823e+08,6.401555e+15,9.062814e+18,1.544682e+19,2.195880e+08,4.246627e+16,4.126325e+18,5.570801e+17,2.985338e+08,8.122175e+16,6.509020e+18,5.168231e+18,1.953772e+05,1.601662e+09,6.027137e+11,1.137563e+10,1.392798e+05,9.191320e+09,6.097960e+11,9.501960e+10,9.950595e+04,4.409503e+09,1.468457e+11,5.192389e+10,8.923537e+07,4.918977e+15,4.442982e+16,3.381449e+17,1.082780e+07,7.314987e+13,6.067393e+15,7.148395e+14,8.070203e+07,6.154353e+15,4.640984e+17,2.413401e+17,0,94,LFAU,12LW
4.393557e+08,1.547548e+16,4.773467e+18,1.187491e+19,1.643432e+08,2.335234e+16,2.131391e+18,2.889654e+17,2.865500e+08,7.573477e+16,5.429226e+18,4.505237e+18,1.515205e+05,1.186724e+09,2.803672e+11,4.704751e+09,1.068028e+05,5.746767e+09,3.452583e+11,5.400631e+10,7.600876e+04,2.531487e+09,8.634737e+10,2.949073e+10,6.695643e+07,2.459362e+15,2.597294e+17,7.811620e+17,9.898251e+06,5.667519e+13,6.062754e+15,7.226193e+14,5.943117e+07,3.293131e+15,7.491483e+17,6.453151e+17,0,94,LFAU,25
4.532166e+08,1.070839e+16,4.258386e+18,2.072067e+19,1.813265e+08,2.836784e+16,2.556600e+18,3.044031e+17,2.847891e+08,7.392434e+16,1.270177e+19,1.087391e+19,1.919816e+05,2.087080e+09,4.543298e+11,1.248421e+11,1.367389e+05,9.414342e+09,7.299407e+11,1.616063e+11,9.540108e+04,3.613361e+09,1.028116e+11,2.257502e+10,9.878972e+07,5.581752e+15,6.980347e+17,1.028660e+17,1.443227e+07,1.302950e+14,1.377776e+16,1.698045e+15,8.741240e+07,7.126268e+15,8.546920e+17,1.604489e+17,0,94,UFAU,1
4.486563e+08,7.700785e+15,1.283907e+19,1.365974e+19,1.884048e+08,3.097478e+16,2.806957e+18,5.510313e+17,2.726643e+08,6.776072e+16,4.657065e+18,3.486086e+18,1.522347e+05,1.041741e+09,2.093507e+11,1.769010e+10,1.067904e+05,5.801095e+09,3.522656e+11,6.589760e+10,7.657420e+04,2.702541e+09,9.110143e+10,3.826256e+10,8.967304e+07,3.953957e+15,2.295254e+16,7.307251e+17,1.494081e+07,1.509349e+14,1.536575e+16,2.936063e+15,7.739499e+07,5.587206e+15,4.179326e+17,4.228574e+17,0,94,LFAU,16
5.138559e+08,5.243131e+15,1.416116e+19,1.724683e+19,2.277138e+08,4.586834e+16,4.128355e+18,6.025486e+17,2.997002e+08,8.187758e+16,6.094200e+18,4.828654e+18,2.203793e+05,1.327921e+09,1.079759e+12,1.305922e+10,1.516402e+05,1.087519e+10,7.720826e+11,1.288476e+11,1.162489e+05,6.141914e+09,2.808910e+11,1.060881e+11,8.811829e+07,4.620272e+15,8.722023e+16,5.586726e+17,1.130653e+07,8.230068e+13,6.634869e+15,8.843405e+14,7.904993e+07,5.907251e+15,5.418016e+17,3.887931e+17,0,94,LFAU,12R
4.938268e+08,1.196245e+16,4.730326e+18,1.957252e+19,1.993149e+08,3.440300e+16,3.013993e+18,3.515396e+17,3.083485e+08,8.674653e+16,1.547667e+19,1.257822e+19,2.174506e+05,1.201473e+09,5.800783e+11,2.407571e+10,1.499119e+05,1.021811e+10,7.077882e+11,1.183626e+11,1.168480e+05,6.113149e+09,2.240836e+11,6.168184e+10,1.072398e+08,7.509255e+15,4.816592e+17,5.659522e+16,1.228240e+07,8.540370e+13,8.363714e+15,1.006923e+15,9.805953e+07,9.021473e+15,1.046890e+18,1.537794e+17,1,94,N,N
4.474279e+08,1.514935e+16,6.375402e+18,1.957090e+19,1.697180e+08,2.482751e+16,2.321605e+18,3.635626e+17,2.898720e+08,7.713260e+16,9.856954e+18,8.759417e+18,1.460534e+05,1.252830e+09,1.153412e+11,1.144752e+09,1.033488e+05,5.531302e+09,3.074462e+11,4.848973e+10,7.176786e+04,2.281213e+09,7.968462e+10,2.624356e+10,7.004688e+07,2.577241e+15,1.852666e+17,6.425895e+17,1.078771e+07,7.349911e+13,6.846264e+15,7.710389e+14,6.148273e+07,3.549920e+15,6.048676e+17,5.064118e+17,0,94,PR,D
4.900239e+08,6.733813e+15,1.071345e+19,1.144104e+19,2.109176e+08,3.915099e+16,3.277178e+18,3.898529e+17,2.921979e+08,7.790066e+16,4.827006e+18,3.399256e+18,2.000419e+05,1.944475e+09,6.601166e+11,5.042318e+10,1.424269e+05,9.985681e+09,6.516044e+11,1.122546e+11,1.004593e+05,4.492806e+09,1.345816e+11,4.148659e+10,1.106034e+08,8.003633e+15,1.857419e+17,8.342614e+16,1.245581e+07,1.011358e+14,8.726097e+15,9.083353e+14,1.005828e+08,9.636344e+15,6.608689e+17,9.417694e+16,0,94,LFAU,14
4.614722e+08,5.818008e+15,2.910016e+19,1.102857e+19,1.995384e+08,3.537370e+16,3.141374e+18,4.572573e+17,2.733999e+08,6.863903e+16,1.928188e+18,1.304078e+18,1.620382e+05,6.309106e+08,2.898056e+11,1.634680e+10,1.077485e+05,5.926757e+09,3.390585e+11,6.669038e+10,8.542377e+04,3.779913e+09,1.293256e+11,5.273783e+10,8.617293e+07,3.833579e+15,4.993509e+16,9.624879e+17,1.338934e+07,1.212279e+14,8.890044e+15,1.144281e+15,7.516900e+07,5.299024e+15,6.183644e+17,6.250018e+17,0,94,LFAU,20
4.404535e+08,9.909236e+15,8.076383e+18,2.192575e+19,1.770839e+08,2.723470e+16,2.141201e+18,2.724552e+17,2.754255e+08,6.942197e+16,1.032898e+19,9.398432e+18,1.725625e+05,9.550004e+08,3.941219e+11,2.050768e+10,1.193434e+05,6.774636e+09,4.040625e+11,7.559569e+10,9.062093e+04,3.582438e+09,1.505678e+11,4.625977e+10,7.556280e+07,2.619523e+15,6.153278e+16,6.362699e+17,1.346720e+07,1.194941e+14,1.337468e+16,1.673386e+15,6.464574e+07,3.888028e+15,5.270135e+17,4.431308e+17,0,94,UFAU,43
4.342778e+08,1.509965e+15,1.369594e+19,1.121424e+19,2.037340e+08,3.679224e+16,2.782555e+18,3.300535e+17,2.424764e+08,5.315058e+16,3.337891e+18,2.800640e+18,2.120017e+05,6.581815e+08,1.000532e+12,1.631475e+10,1.415114e+05,8.209122e+09,6.217603e+11,1.011765e+11,1.216840e+05,6.784279e+09,2.649508e+11,8.145798e+10,1.346292e+08,9.990053e+15,1.636903e+18,1.499808e+16,1.979008e+07,2.753649e+14,3.027967e+16,4.972243e+15,1.181232e+08,1.321393e+16,6.229167e+17,1.701227e+17,0,94,E,DISGUST
4.453336e+08,7.242195e+15,1.648927e+18,1.775316e+19,1.863030e+08,3.025156e+16,2.428975e+18,3.017207e+17,2.714039e+08,6.712092e+16,1.000647e+19,9.132039e+18,1.852999e+05,1.912332e+09,4.995635e+11,5.734415e+10,1.308173e+05,8.222208e+09,5.783338e+11,1.181789e+11,9.532219e+04,3.782286e+09,1.441199e+11,3.872559e+10,1.053315e+08,6.534975e+15,2.129170e+17,3.322689e+16,1.436080e+07,1.318669e+14,1.264095e+16,1.567434e+15,9.386485e+07,8.278302e+15,6.700345e+17,7.515288e+16,0,94,E,ANGER
4.237750e+08,1.492179e+16,2.242690e+18,1.255488e+19,1.571180e+08,2.129617e+16,2.022324e+18,3.066439e+17,2.778448e+08,7.113426e+16,6.113279e+18,5.486385e+18,1.426913e+05,6.308044e+08,2.227097e+11,3.866579e+09,9.732079e+04,4.697993e+09,2.754040e+11,4.525516e+10,7.443719e+04,2.486957e+09,9.593416e+10,3.306400e+10,6.714555e+07,2.709411e+15,6.582855e+17,1.585921e+18,8.863330e+06,4.302734e+13,5.555574e+15,9.796324e+14,6.058609e+07,3.414972e+15,1.398503e+18,1.331060e+18,0,94,LFAU,26
2.137819e+08,2.251790e+16,3.217386e+19,7.773967e+18,5.818490e+07,2.695495e+15,1.168821e+18,1.015437e+18,1.630848e+08,2.421130e+16,1.133013e+19,1.128566e+19,6.342414e+04,1.273766e+09,3.249065e+10,1.279091e+10,3.243794e+04,2.053923e+08,8.901203e+09,5.724783e+09,5.843506e+04,1.227187e+09,8.882457e+10,3.128682e+10,4.794094e+07,1.640898e+15,1.611334e+17,1.594760e+17,4.586943e+06,9.282910e+12,8.813847e+14,1.061161e+14,4.507092e+07,1.892819e+15,1.878120e+17,1.255754e+17,0,94,YR,R45
3.838587e+08,1.133106e+16,1.107360e+19,2.053213e+19,1.580181e+08,2.139929e+16,2.238012e+18,5.184644e+17,2.375739e+08,5.101082e+16,1.355144e+19,1.162591e+19,1.441938e+05,8.833695e+08,1.144236e+11,7.948870e+09,9.817013e+04,3.995389e+09,3.095731e+11,6.745716e+10,8.292935e+04,2.699976e+09,1.374469e+11,4.424364e+10,7.141225e+07,2.691298e+15,7.095317e+16,3.520244e+17,1.091706e+07,7.517794e+13,9.116411e+15,1.648045e+15,6.274229e+07,3.688708e+15,3.497360e+17,2.589407e+17,0,94,YR,R30
5.293641e+08,4.189198e+15,7.704669e+18,3.365944e+19,2.394472e+08,5.096016e+16,2.603974e+18,3.242616e+17,3.037061e+08,8.405216e+16,2.388837e+19,2.319174e+19,1.791826e+05,1.395411e+09,2.316346e+11,2.141027e+10,1.255469e+05,7.307779e+09,5.005369e+11,8.588376e+10,9.383220e+04,3.714507e+09,1.382392e+11,3.806990e+10,8.516156e+07,3.137515e+15,7.708322e+17,5.520466e+17,1.640672e+07,1.933334e+14,4.256040e+16,2.856765e+16,7.126205e+07,4.756286e+15,7.251906e+17,5.913201e+17,0,94,O,GLASSES
3.904913e+08,2.496534e+15,2.094571e+19,2.047916e+19,1.758943e+08,2.712646e+16,2.001696e+18,4.629817e+17,2.257904e+08,4.605188e+16,5.870072e+18,5.213097e+18,1.682620e+05,9.482013e+08,4.541874e+11,1.369830e+10,1.153868e+05,6.890768e+09,3.577328e+11,6.122325e+10,8.539757e+04,3.484862e+09,1.404048e+11,5.548208e+10,1.118179e+08,2.782574e+15,1.223819e+18,8.033232e+17,3.262931e+07,7.914736e+14,1.074591e+17,3.400774e+16,8.370752e+07,6.324075e+15,1.238688e+17,1.637086e+17,0,94,LFAU,17
4.561777e+08,2.016362e+15,1.655800e+19,1.851675e+19,2.119108e+08,3.975704e+16,3.194135e+18,4.378129e+17,2.568052e+08,5.967183e+16,5.959117e+18,5.013990e+18,1.888649e+05,1.365148e+09,4.601936e+11,1.476290e+10,1.334519e+05,8.478843e+09,5.533194e+11,9.541687e+10,9.703710e+04,4.353558e+09,1.240727e+11,4.985635e+10,1.138075e+08,6.607917e+15,9.397408e+17,5.253267e+16,1.803515e+07,2.289462e+14,2.369562e+16,3.241171e+15,9.869977e+07,9.175195e+15,3.016047e+17,4.048199e+16,0,94,E,SADNESS
5.263975e+08,1.456519e+15,1.046118e+19,2.787865e+19,2.507831e+08,5.675694e+16,2.842056e+18,3.516623e+17,2.888980e+08,7.598721e+16,1.263142e+19,1.262647e+19,2.079229e+05,2.179553e+09,1.018478e+12,1.143390e+10,1.513495e+05,1.058548e+10,7.553035e+11,1.282852e+11,1.050408e+05,4.456865e+09,2.093593e+11,7.433235e+10,1.157001e+08,3.866885e+15,8.405618e+17,3.970852e+17,2.918921e+07,6.590878e+14,4.558161e+17,3.803555e+17,9.017202e+07,7.484385e+15,4.060642e+17,8.677452e+16,0,94,O,EYE
4.456939e+08,1.887818e+16,5.927114e+18,2.129990e+19,1.616310e+08,2.240570e+16,2.053555e+18,2.412487e+17,2.960200e+08,8.074279e+16,1.321038e+19,1.212202e+19,1.645917e+05,5.000105e+08,1.186115e+11,1.231618e+10,1.092035e+05,6.055977e+09,3.268712e+11,5.930071e+10,8.685308e+04,3.463021e+09,1.502407e+11,3.478183e+10,6.272944e+07,2.018024e+15,2.283702e+17,6.047513e+17,1.010474e+07,5.996380e+13,6.523030e+15,1.165064e+15,5.500896e+07,2.819785e+15,6.341712e+17,5.163682e+17,0,94,CR,RU
4.472695e+08,1.413256e+16,7.619030e+18,2.117611e+19,1.713717e+08,2.529480e+16,2.208207e+18,3.389376e+17,2.882499e+08,7.617224e+16,1.058794e+19,9.540955e+18,1.893474e+05,8.759897e+07,1.021351e+11,2.442904e+10,1.168455e+05,6.712480e+09,3.086298e+11,5.765282e+10,1.074976e+05,5.705434e+09,2.738911e+11,6.774151e+10,6.978944e+07,2.485397e+15,1.966067e+17,6.871453e+17,1.123936e+07,7.622078e+13,7.880722e+15,1.015226e+15,6.107732e+07,3.480109e+15,6.825954e+17,5.563928e+17,0,94,PR,U
4.366971e+08,1.206594e+16,3.138725e+18,2.182871e+19,1.735107e+08,2.590155e+16,2.384243e+18,2.802979e+17,2.757582e+08,6.926759e+16,1.287908e+19,1.110967e+19,1.661494e+05,1.014438e+09,1.815627e+11,1.718012e+09,1.177392e+05,6.071639e+09,4.702147e+11,8.024714e+10,8.831686e+04,3.225590e+09,1.120556e+11,3.946974e+10,7.218318e+07,2.737880e+15,8.948882e+16,4.748170e+17,1.111855e+07,7.715298e+13,8.341772e+15,1.268391e+15,6.340943e+07,3.763958e+15,4.762332e+17,3.629905e+17,0,94,YR,R20
4.042685e+08,7.074000e+15,7.233553e+18,2.099447e+19,1.662997e+08,2.402709e+16,1.937132e+18,3.777509e+17,2.492848e+08,5.664077e+16,8.750069e+18,7.937308e+18,1.667744e+05,1.009886e+09,3.497637e+11,7.107079e+09,1.165515e+05,6.644640e+09,4.271216e+11,7.053655e+10,8.535787e+04,3.205467e+09,1.222035e+11,4.401198e+10,9.007265e+07,3.059672e+15,1.977713e+16,6.936268e+17,1.949646e+07,2.447863e+14,3.592371e+16,4.712182e+15,7.442995e+07,4.983993e+15,4.371836e+17,3.755433e+17,0,94,LFAU,18
4.053794e+08,6.121218e+15,8.764381e+18,2.134146e+19,1.697575e+08,2.499125e+16,1.960871e+18,3.238692e+17,2.473006e+08,5.551988e+16,8.544202e+18,7.711248e+18,1.535009e+05,1.211216e+09,3.575246e+11,3.074456e+10,1.096265e+05,6.085844e+09,3.545721e+11,7.356655e+10,7.620575e+04,2.494795e+09,9.699809e+10,3.403267e+10,9.447869e+07,3.285229e+15,4.702516e+16,7.938684e+17,2.088850e+07,2.782648e+14,3.505233e+16,5.306106e+15,7.780811e+07,5.418174e+15,3.766574e+17,4.016967e+17,0,94,LFAU,22
4.297476e+08,6.501785e+15,3.350701e+18,2.566019e+19,1.807600e+08,2.836431e+16,2.659387e+18,5.265454e+17,2.613306e+08,6.200181e+16,1.274974e+19,1.194227e+19,2.636290e+05,1.642953e+09,2.245803e+12,4.445646e+12,1.364977e+05,7.917083e+09,5.221366e+11,9.001719e+10,1.749204e+05,1.649584e+10,5.435343e+12,3.980681e+12,9.345323e+07,3.744540e+15,2.999716e+16,2.984637e+17,1.826630e+07,2.106326e+14,2.985108e+16,3.856466e+15,7.895098e+07,5.659456e+15,4.155311e+17,1.706375e+17,0,94,LFAU,23
4.322265e+08,1.286258e+16,1.249201e+19,2.044566e+19,1.729217e+08,2.561712e+16,2.650317e+18,6.247837e+17,2.722175e+08,6.724418e+16,1.783200e+19,1.464084e+19,1.660289e+05,1.636009e+09,4.802334e+11,3.905090e+10,1.222502e+05,7.144366e+09,4.860924e+11,1.078037e+11,8.194683e+04,3.012807e+09,1.312280e+11,5.672271e+10,8.911584e+07,4.957620e+15,4.055832e+17,8.380060e+16,1.122279e+07,7.782418e+13,8.855288e+15,1.607939e+15,8.032133e+07,6.074457e+15,5.086124e+17,6.630859e+16,0,94,CR,RD
4.516410e+08,1.317495e+16,6.569289e+18,1.995792e+19,1.751925e+08,2.654828e+16,2.491287e+18,3.519210e+17,2.887085e+08,7.644305e+16,1.003759e+19,8.871390e+18,1.868512e+05,8.210832e+08,3.007297e+11,4.406251e+09,1.242101e+05,7.856689e+09,3.741770e+11,5.868904e+10,9.843041e+04,4.458193e+09,2.027060e+11,4.972568e+10,7.201233e+07,2.700602e+15,2.530044e+17,8.230334e+17,1.128728e+07,7.739495e+13,8.245871e+15,1.042856e+15,6.323654e+07,3.735775e+15,7.846392e+17,6.669349e+17,2,94,N,N
5.161129e+08,3.556088e+15,1.562964e+19,1.509085e+19,2.351318e+08,4.909340e+16,4.573076e+18,5.434435e+17,2.945893e+08,7.895399e+16,5.098794e+18,3.825081e+18,2.085002e+05,2.082332e+09,7.654202e+11,4.655827e+10,1.427800e+05,1.061748e+10,7.063693e+11,1.140178e+11,1.057573e+05,5.287610e+09,1.890913e+11,6.084504e+10,8.287065e+07,3.780536e+15,2.248950e+17,1.027903e+18,1.189311e+07,9.491526e+13,7.508902e+15,8.712208e+14,7.313448e+07,5.049305e+15,8.162133e+17,7.584887e+17,0,94,LFAU,12L
4.405206e+08,2.382204e+15,1.217836e+19,2.473937e+19,2.029668e+08,3.620124e+16,2.718296e+18,3.966431e+17,2.502544e+08,5.643333e+16,9.140325e+18,8.216493e+18,1.968417e+05,4.875777e+08,8.011667e+11,1.998455e+10,1.283856e+05,8.369945e+09,4.063607e+11,7.060120e+10,1.063074e+05,6.169923e+09,1.772423e+11,7.995068e+10,1.147301e+08,5.209529e+15,6.898955e+17,2.099275e+17,2.358346e+07,3.892380e+14,5.644963e+16,9.026728e+15,9.501898e+07,8.315862e+15,2.768712e+17,4.750004e+16,0,94,LFAU,24
1.159395e+08,8.936536e+15,9.034621e+17,2.373716e+17,1.491534e+07,1.600995e+14,6.327250e+15,9.738101e+14,1.060285e+08,1.021447e+16,4.541106e+17,3.598185e+17,2.473434e+04,2.090318e+08,6.116089e+09,8.357188e+08,9.978249e+03,2.823893e+07,7.443581e+08,7.476977e+08,2.407095e+04,2.256676e+08,9.645419e+09,2.899123e+09,1.905498e+07,3.198744e+14,1.541438e+17,1.692773e+17,1.819509e+06,1.563796e+12,1.344796e+14,4.670958e+13,1.822640e+07,3.028219e+14,1.878619e+17,1.651194e+17,0,94,YR,R90
5.185193e+08,3.152482e+16,6.025226e+18,9.092973e+18,1.791792e+08,2.739729e+16,2.706256e+18,3.198233e+17,3.529990e+08,1.152064e+17,7.848136e+18,5.875234e+18,1.836102e+05,5.716699e+08,3.068602e+11,2.072287e+10,1.214930e+05,7.079375e+09,4.120270e+11,6.790033e+10,9.947337e+04,4.369973e+09,2.218216e+11,5.286864e+10,5.238884e+07,1.445698e+15,1.580823e+17,4.870949e+17,8.525468e+06,3.780192e+13,4.486221e+15,6.140204e+14,4.624100e+07,1.951590e+15,5.111372e+17,4.087542e+17,0,94,E,SURPRISE
4.793551e+08,1.372545e+16,3.678617e+18,2.170489e+19,1.878005e+08,3.046423e+16,2.975716e+18,3.725000e+17,3.048201e+08,8.507358e+16,1.253718e+19,1.101405e+19,1.750627e+05,1.624061e+09,3.895733e+11,2.059185e+10,1.253653e+05,7.780811e+09,5.509215e+11,8.685486e+10,8.686338e+04,3.177917e+09,1.112603e+11,3.611263e+10,7.131330e+07,2.837721e+15,2.243105e+17,6.355359e+17,1.037289e+07,6.351496e+13,6.542421e+15,8.214465e+14,6.340458e+07,3.729936e+15,7.978845e+17,5.471476e+17,0,94,E,FEAR
4.505471e+08,1.593089e+16,5.107447e+18,1.730781e+19,1.689850e+08,2.464030e+16,2.224669e+18,2.751494e+17,2.935795e+08,7.933370e+16,8.460227e+18,7.741200e+18,1.860016e+05,4.352821e+08,2.448118e+11,2.727186e+10,1.204195e+05,7.169634e+09,3.829957e+11,7.049586e+10,1.015758e+05,4.631785e+09,2.094502e+11,4.149666e+10,6.748385e+07,2.350496e+15,2.299243e+17,7.254421e+17,1.077236e+07,6.974066e+13,7.175155e+15,8.405506e+14,5.913347e+07,3.265549e+15,7.050386e+17,5.948531e+17,0,94,PR,SU
4.442524e+08,8.801264e+15,3.027575e+18,1.820478e+19,1.815296e+08,2.853771e+16,2.549068e+18,3.895586e+17,2.753227e+08,6.902401e+16,9.573075e+18,8.421627e+18,1.731840e+05,1.573364e+09,2.741941e+11,1.805212e+10,1.218550e+05,7.051918e+09,4.151113e+11,6.866649e+10,8.959168e+04,3.527824e+09,9.447249e+10,2.512487e+10,1.035410e+08,6.159126e+15,4.767810e+17,3.308948e+16,1.472314e+07,1.370265e+14,1.474010e+16,1.762686e+15,9.186752e+07,7.893035e+15,7.386260e+17,8.970869e+16,0,94,UFAU,4
4.351269e+08,8.186138e+15,5.549744e+18,1.834214e+19,1.786581e+08,2.763234e+16,2.406196e+18,3.081866e+17,2.688995e+08,6.577627e+16,9.758012e+18,8.397787e+18,2.141406e+05,2.204915e+09,9.019874e+11,1.013597e+11,1.539702e+05,1.119570e+10,8.965296e+11,1.671382e+11,1.092457e+05,4.488676e+09,1.971879e+11,4.690574e+10,9.480478e+07,5.022435e+15,7.447582e+16,2.972493e+17,1.375886e+07,1.114679e+14,1.287755e+16,1.716653e+15,8.431489e+07,6.569205e+15,5.529376e+17,1.860720e+17,0,94,CAU,A22A25
9.692290e+07,5.488228e+15,1.266137e+18,4.535112e+17,1.435432e+07,1.466968e+14,6.371824e+15,8.935506e+14,8.661594e+07,6.823415e+15,8.195581e+17,5.865239e+17,3.678131e+04,3.884283e+08,1.210604e+10,7.725042e+08,1.600376e+04,7.532809e+07,1.675973e+09,7.939162e+08,3.539213e+04,4.604356e+08,2.061413e+10,4.024044e+09,3.441567e+07,9.548685e+14,5.790568e+16,5.326488e+16,2.601237e+06,3.812411e+12,2.325332e+14,1.340282e+14,3.317646e+07,1.015949e+15,1.149048e+17,5.109177e+16,0,94,YR,L90
4.145279e+08,6.541795e+15,9.109868e+18,2.618044e+19,1.749116e+08,2.656873e+16,2.460452e+18,3.880997e+17,2.515288e+08,5.745430e+16,1.135944e+19,1.054074e+19,1.717504e+07,2.673514e+14,3.803077e+17,4.305312e+17,5.370779e+05,1.743585e+11,1.094723e+13,3.346934e+12,1.677288e+07,2.784298e+14,4.153708e+17,4.172916e+17,9.292373e+07,2.372179e+15,1.088072e+18,4.025832e+17,2.480447e+07,4.146206e+14,3.750116e+15,2.497192e+15,7.267920e+07,4.692748e+15,8.571229e+16,1.047818e+17,0,94,O,MOUTH
